f_wb	m_wb	f_go	m_go	f_re	m_re	f_tx	m_tx	f_dg	m_dg	f_hd	m_hd	f_ac	m_ac
MFBST.1213	0	27.3966002795078	0	0	0	1139.75837896134	0	0	0	0	0	0.221958923342586	0	0
MFBST.12130	142.533701918959	69.9328605069147	154.124493152544	172.984455869228	61.8335232121649	81.5959504848508	64.8503381432273	55.5967177967808	53.4398430635024	65.9166394919706	54.083762272584	35.8160410691708	59.8381474679845	51.5475058884388
MFBST.12131	23.1285416909507	318.459733800046	0.492976120522083	18.8097754881482	19.0960006258767	13.7352904286484	200.995780384808	349.903670353631	2.28222169588344	7.21942838801481	1199.62847263147	1522.65308856867	11.1495377543605	14.4766566736017
MFBST.12132	779.737545755361	21613.3949561359	14.8031767217839	139.181010301086	5417.71209559629	4110.0452104988	20166.5332416722	18855.5534097169	819.121637102577	937.540285728676	1340.16960717035	1235.11317972342	2316.61832427966	2800.43386045638
MFBST.12133	36.842562458312	322.078857900692	0.311324864742133	27.9111761257766	119.726281805252	44.6069955540113	321.902947132489	450.866343195052	153.764484542312	253.060377903697	980.645221110316	1282.9684444776	142.044010477584	135.415957382967
MFBST.12134	239.363945358115	227.329265757348	267.492770387689	758.708920128784	140.177797441495	112.688739947579	245.128270273911	184.72005254214	58.1308697222904	71.5906863071524	113.08055533023	109.534362259762	99.7943637072917	90.5736820787914
MFBST.12135	57.9330952833668	37.7520319831279	62.2349265037842	41.2500977421257	69.8451412297887	80.0158137907715	58.328974024015	71.7105557045937	49.2406127743426	50.168503271129	45.9213801240413	42.5111006162003	60.9316616089981	81.4329424333719
MFBST.12136	19.6868064781581	199.184770874662	9.73322975705447	135.642712546554	27.6028345482604	16.7977239921544	84.2034636869048	125.790724725586	30.5918105201572	19.0221166630371	370.834672158177	446.76413514286	9.6840760441038	21.5560668292807
MFBST.12137	122.76050793488	175.065310874189	52.3775681580004	250.694464334625	692.502983448177	3266.57753940111	1118.28477574242	1130.25192474787	103.887343155203	80.8581054891943	283.974772157848	286.178370110613	210.302047037337	206.296787497875
MFBST.12138	325.020669614025	492.26275916395	351.506759954066	202.274981773646	325.678316694571	191.111547252618	486.948656989441	545.488458755343	449.174072193635	486.056757067602	889.034736896808	1169.81072484995	217.597746299083	183.314197391093
MFBST.12139	275.622753018724	191.548775597832	315.066126202107	677.408690338649	182.681032499409	130.08729952482	132.719329392007	138.893645553521	268.636335216078	257.929445539919	153.270073569488	158.107492295237	192.659215694071	157.247693493377
MFBST.1214	0	1.55642703406635	0	10.3855328783133	0	0	0	0	0	0	0	0	0	0
MFBST.12140	248.288235451241	324.546311562151	208.864609668013	454.525642689447	284.465789549952	260.122386553594	298.312785527373	286.75327844936	395.986262954179	379.466142741485	265.475520599864	246.258606770567	394.234463278597	477.308646891748
MFBST.12141	0	36.5442707372807	0	465.831011071793	0	1.30238104750111	0	0.883626995775144	0	0	0	0	0	0
MFBST.12142	198.41859018408	59.4820847232137	234.74962123296	236.275681091039	17.2478518838367	25.5573730006104	21.9805868510656	25.6914601272083	18.1236143509472	14.5800408350242	15.5480875343109	19.2562533576049	15.2036976269009	18.7749979941868
MFBST.12143	905.645200062008	3903.40321835321	325.032225358906	396.581972037471	1237.90400331626	1244.02506683164	5071.65844255847	4073.94647846577	1493.8108402916	1577.12939628515	1093.51005324258	1183.23557329606	1189.13643915853	1791.59895781901
MFBST.12144	25.8831706017666	26.5449794949759	24.3643482766567	75.9503237218109	18.4315566898181	15.9179640834569	19.4376411443105	18.3066831774606	33.2779396962791	39.2627695910682	15.5059331973644	22.2045610942084	18.7513865678109	24.1550192614181
MFBST.12145	275.241081914773	229.874409725845	239.311388875159	393.086706306169	323.071345163032	929.90603548137	236.745800052676	194.790273207872	459.223693277564	467.183100075787	225.468961068075	211.742799232046	310.947727268059	334.671945835087
MFBST.12146	0	95.5250750178572	0	1072.54380466725	0	0	0	0	0	0	0	0.443917846685171	0	0
MFBST.12147	4.10341982762551	57.7197457950491	0	0	26.710694465348	18.4406834951059	100.677200493556	131.181083511237	0	0	166.899519775109	201.460988771806	6.40039310461427	7.22820003409792
MFBST.12148	49.5855325814003	31.8022258142493	38.7339568369867	20.9949023586871	1625.56823020979	174.142024448407	50.2249727933493	90.0117020693896	18.4215891658782	38.0163292890387	107.122667175873	141.082688744658	159.66388427973	364.208995577343
MFBST.12149	0	24.4104657983639	0	210.904959061957	0	0.854557725225853	0	0	0	0	0	0	0	0
MFBST.1215	0	59.7952476291655	0	455.450590578965	0	2.56367317567756	0	0	0	0	0	0.221958923342586	0	0.708686989023986
MFBST.12150	810.661257103231	370.681111689789	840.92435803062	288.989021915142	630.469982683757	667.81605316794	552.720542747557	531.559288716156	766.326458031497	686.465202825304	943.663700736467	908.528939374826	432.468016181239	414.064357585235
MFBST.12151	100.654081773576	52.5913431281797	130.383078005166	109.927996580543	41.4919191124036	54.5329769021242	35.7233865706613	31.4636861092643	49.6724349244458	54.1886907959752	65.3383824182567	55.5206462260531	63.2449089063996	61.3543376707572
MFBST.12152	102.382494587013	217.638883880401	101.965260749979	140.86141889121	117.712438956364	116.704308036383	280.346758345543	247.104746525811	261.843243691372	211.230222732651	452.208492042651	454.401839143916	274.427547064733	137.215214544314
MFBST.12153	17.4100902786753	27.6550754209229	18.3547918350412	40.6596984946937	14.4953016528234	12.7786865003052	29.4643619101617	35.6050603621652	35.1737327635704	18.5732072994285	52.6644650163847	55.9723912030664	33.7005048776913	21.6846001022938
MFBST.12154	0	0.365393314600164	0	0	0	0	0	0	0	0	0	0	0	0
MFBST.12155	1.63850642697077	4.16558195636231	0	0	0	0	3.14851113790183	14.9339249723283	51.7038399953639	60.9884367981469	0.694539585049402	2.80970193509637	0	1.41737397804797
MFBST.12156	47.0799951285444	192.705115874201	0	4.28406622148999	20.1308172123626	6.69508036462905	593.372491683881	1002.24690433392	0	5.82833338529032	69.1039696726	51.9808707089941	90.8846821604119	69.9675236078955
MFBST.12157	0	0	0	0	0	60.0370787382648	0	0	0	0	0	0	0	0
MFBST.12158	0	4.16558195636231	0	61.1207142082338	0	0	0	0	0	0	0	0	0	0
MFBST.12159	0.173128558301934	120.139524000724	0	854.165065367611	0.680840528086752	3.41823090090341	0	0	0	0	0.55436547508653	1.29693361311669	0	1.39441676524448
MFBST.1216	10.6129319395333	0	13.68929413414	15.4322824319062	0	2.78793722212571	0.872326513888854	0	0	0	0.695160878638618	1.73612121891159	0	0
MFBST.12160	81.0026017734534	637.490213949963	15.2610713123286	6.55217309580675	1873.78468961114	1199.10794120849	690.724256312703	802.90452305007	450.892311967522	644.127396759069	1226.02464885963	1451.01964905807	465.406845806974	495.160389058071
MFBST.12161	121.73346192519	326.578406860914	109.242817015188	366.722890486173	436.17850213579	292.712849148802	353.017265997462	410.968410746595	349.998330480174	345.014888209519	370.69731105861	391.874388330466	355.867433871334	235.124595713744
MFBST.12162	7.59612827940422	36.6924037740265	0.125676785453738	0.714011036914998	196.669719660096	60.5002532358915	0.944181366067818	5.50073523463237	110.737566709857	104.444527311413	15.9200660862623	24.9209989720402	2.40211725445528	4.13133908733043
MFBST.12163	0	1.1630367883383	0	0	0	59.1478711079952	0	0	0	0	0	0	0	0
MFBST.12164	2.78047490945401	61.2221471850727	0	0	0	1350.33971019855	0	0	59.8096823988461	32.55463090097	0	1.99763031008327	0	0
MFBST.12165	0	71.4322830417283	0	0	0	1727.22213223514	0	0	0	0	0	0	0	1.39441676524448
MFBST.12166	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MFBST.12167	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MFBST.12168	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MFBST.12169	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MFBST.1217	0	4.40212429787967	0	0	0	450.033811902116	0	0	0	0	0	0	0	0
MFBST.12170	427.237943993509	86.0866694479171	536.619428354813	151.275194945879	110.584504555147	93.849153013348	74.7579302731993	97.4458565141669	115.11699414771	113.185382348464	111.657214693756	112.58955729615	112.381807065476	114.186739543897
MFBST.12171	16.7154916209687	21.5674828828407	11.1539174895319	60.2770508335492	35.6407389974973	10.855499293656	17.7648429687118	18.391595824604	29.6692000873123	23.5636104388476	24.5951416840615	21.9651922073964	26.717091062631	25.8311459762281
MFBST.12172	322.293606737634	315.429509203055	357.252876565415	630.111762628701	354.874538053031	390.31082821698	327.271657884944	401.575850978365	349.48996554384	368.922190479773	556.846851652334	655.767269147142	270.616853080116	286.461658529705
MFBST.12173	101.100965923615	97.4554712235119	111.619141057852	486.683033793667	46.6866001553555	85.2374567303043	34.9138855500317	45.4820470620066	44.4943696085369	66.6578629037342	66.6538221153885	70.4953412830623	48.2406455132567	71.4245828608952
MFBST.12174	31.3455051644119	27.351557732621	54.2495498991278	18.0470921560453	15.8207451513118	9.48301758675476	17.4185073572345	38.5979347920474	12.2841105901573	18.0904270255902	26.0711356565309	24.9081389426187	14.3012751283585	15.4404631816636
MFBST.12175	86.8749791897511	36.7271535320204	113.157527356653	82.227650775149	26.3772306733901	33.6558317012147	46.7571141958395	52.670127505312	28.1012565091714	27.2496569856808	58.6183097904669	48.5629779611304	36.7003292070678	35.4263163986696
MFBST.12176	142.871277388377	258.259822479043	126.911367591529	1141.86746029338	121.557862144452	130.492316502342	87.9621150964794	97.0470069718508	700.532715789891	545.952646872183	189.743192866134	187.188776465388	117.863800520422	71.9673758827517
MFBST.12177	129.344677558142	4.65362713473088	167.028470324266	52.7010507344905	0	0	1.74465302777771	0.666034109317814	1.03973553743905	0	0	0	0.871704183083621	0
MFBST.12178	1.56683867190329	11.8309384169964	0	1.45954051472294	4.8784942613749	0	5.08390084426122	7.43429594445582	0	0	46.5626314445601	66.4356300343215	0	1.22852279807699
MFBST.12179	1.19294172146939	25.9464265734735	0	0	5.20800017069363	1.57687738888136	5.60908390578251	10.9803079749646	0	0	93.5019339980456	130.816267733661	0	0
MFBST.1218	0	1013.17396072395	0	0	2.91529686349151	25164.1032064733	0	2.82026552650694	0	0.866505914299709	0	2.85909922490089	0	4.93785171036441
MFBST.12180	90.9646913862712	384.564615934182	21.1432904548095	177.170725377865	921.706938494844	295.802784855216	895.280204153576	796.599835030131	789.929712667745	1187.96604240676	377.167159581994	248.063481730426	488.312938635518	246.260794340989
MFBST.12181	124.751035219725	130.015886219315	0.667310021266249	2.17355155163794	247.277618814629	38.1737073853349	252.757017036536	42.097894058555	3557.26790541301	2549.87233599294	423.865802648355	48.539291914579	833.817718975633	220.873517693462
MFBST.12182	47.2061087814724	201.031512433743	16.7603942837787	2.14203311074499	13004.237078132	353.574825382231	343.753973954605	343.72213405718	174.679791534599	201.03945916554	392.235976974459	322.852149045887	257.466930160821	225.748073768131
MFBST.12183	3.30506957267134	16.1385347680113	1.27275514857116	0	1039.41986784836	32.8040561417579	22.6206904059727	23.0702778296001	18.8615387932347	10.8430946005399	27.530184390949	26.3723172665702	23.7381228320105	15.6849228662728
MFBST.12184	354.205238186669	836.267823827016	304.613615486498	2078.75877459163	1251.77798991854	708.439200171609	699.512755835335	626.851978454015	1006.60298607423	1018.64367106197	810.716375580737	739.525788746735	1207.69873023592	782.297175161573
MFBST.12185	30.5602805649936	625.314005807907	25.4467233108978	312.625336118745	2118.50503632322	3350.88559328147	73.504130402147	73.206073637865	97.5334381732615	114.588990100693	54.989544511614	71.3459244327749	63.8491202575121	77.3050838606086
MFBST.12186	1.04398033812314	10.7634488764581	1.94376378214839	0.714011036914998	0	63.4468710536326	0.531531596235268	0	0	0.866505914299709	6.83375806726372	10.2911346616879	0	0
MFBST.12187	23.1111783965789	279.233815005361	1.65378232844082	0	331.050296709476	1006.06271978213	433.124493463944	468.565394010446	4.29876497419678	3.66148472323849	221.225277663988	238.42628620155	375.032604671975	199.847526595423
MFBST.12188	180.018023313472	171.156164747671	185.768638468994	460.633476347166	90.6662205885974	149.248198066514	111.87692229558	110.072046135813	149.708851917943	131.586314639017	108.110717420459	100.989382649664	120.243030595592	147.739305477505
MFBST.12189	416.350717740709	36.8595860827435	453.377809905576	66.3415377148923	51.6421097775666	67.9426618518281	48.2885430341813	35.8730537535412	55.5084620929555	35.599298211234	70.830822188076	70.6122487453759	53.0694363947623	41.9472890213519
MFBST.1219	0	27.1261278938006	0	0.714011036914998	0	760.008700231774	0	0	0	0	0	2.57595359606675	0	0
MFBST.12190	60.3829400411515	13.0571070106189	62.5735927323464	17.9784767388654	15.8036545358673	10.7125362432251	9.29547517463359	14.6937716237285	17.4837540750311	14.9645517512411	13.7443971658668	13.3375345629199	12.3529559880923	13.4216312359942
MFBST.12191	655.363684355459	49.2202707597256	689.261501697117	93.9288004606764	105.560535936318	150.568765152425	89.0559494130745	66.7293370406563	165.450362978967	118.709078593991	93.7478201856123	68.4720338849533	108.308271745283	73.6384950527188
MFBST.12192	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MFBST.12193	82.6770928704617	72.6279089033555	92.934578694756	86.302001014011	93.0853640764985	156.510989850923	55.7582978132661	54.6998353510598	17.6755041364639	31.9398001445912	53.2602138338256	67.7476893304261	29.0720985865361	38.335111658423
MFBST.12194	1050.98288772128	2487.73707756349	1023.8373713569	5129.39581988842	778.261889124476	967.021164592601	2983.6046816057	3181.30191558239	1184.27867490811	1159.47647102643	1047.48536249865	1129.57039516747	1357.50617440729	1065.23212570584
MFBST.12195	77.2536008942472	174.351928767666	39.1476139468709	4.47875540224165	6.94400022759151	77.0174849569902	22.0962309331089	38.2462863469408	742.280235234539	870.195041277032	61.5220484063123	91.0324696928938	40.7314810863846	24.7654011478888
MFBST.12196	91.8610837222344	286.088009406255	0.845032091446071	179.710111813666	512.46582317745	4303.88460548024	470.56965728311	224.082644307765	121.746014776117	94.9601853805557	732.898348462549	164.785321764651	3263.12833477989	2271.93512441076
MFBST.12197	135.035065622049	582.771537286925	37.0980135026382	111.801898565154	381.412746736871	411.849400980933	1571.78083628736	1821.59185960589	453.815748875489	576.991192594075	670.639462521665	880.157409621003	242.84656099868	354.876070490591
MFBST.12198	0	30.3888740374177	0	306.319460250937	0	0	0	0	5.50629542653102	18.5831217731064	0	0.42650788321576	0	0
MFBST.12199	0	1.55642703406635	0	0.74552947780794	0	0.651190523750557	0	0	2.52572089088865	1.53705464134765	8.26737640468466	12.4670911806583	0	0
MFBST.122	1.39371011360136	19.0700704499193	0	30.7554009873703	0	0.854557725225853	7.09544716559708	8.2677816720287	0	0	61.6073738294019	81.340044119749	0.871704183083621	0
MFBST.1220	0	313.562033808515	0	0.714011036914998	2.45243578891609	18847.8474159737	0	0.666034109317814	0	0	0	0.443917846685171	0	2.81179074329245
MFBST.12200	1718.89010228242	736.027528226062	1078.19414435904	894.406719873217	1757.38733226266	1580.00665992495	1225.43756780737	809.963787823858	2786.03980498227	2118.33162454731	1255.29698339647	851.351133492319	3495.54254400553	1625.78113542682
MFBST.12201	79.7538605689535	117.677690267235	45.7157142474667	22.5756003168661	74.0122539362294	57.5039785012282	94.3702345813928	100.398182731007	309.124538089082	400.83117677885	71.7369608279893	64.7031027898891	171.716052844755	174.533432866463
MFBST.12202	104.217959936263	161.580027980705	105.611955964247	636.536089869782	60.2385642327659	127.91965158893	48.1533275408933	46.3982175841483	68.013873400975	82.2987029664927	65.1434437007489	53.5757494730753	91.3557470044686	93.1947013873646
MFBST.12203	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MFBST.12204	200.123069703069	149.884479975271	209.594711933369	242.96621804003	137.070285531941	206.312299974997	102.131708832651	156.343742544575	118.884402286767	97.7374887993588	224.828681126095	277.527953904376	82.429651774724	82.2935463622279
MFBST.12205	5.66622751858987	1292.20840744666	0.377030356361213	8104.38688490535	4.69744363895679	48.1097293858257	30.1808157014516	49.1415840324412	3.51772423867231	9.54905849944228	219.707619830216	304.651535610797	4.53321335138072	8.14376054850046
MFBST.12206	225.316199575473	463.058355872858	239.837376088622	1981.36261329411	266.825593784916	1392.86860619824	253.479738250005	216.583646189829	78.0030636671462	125.357232955562	300.970164388893	329.620246405629	309.843486349146	304.439012471482
MFBST.12207	101.368031849322	868.418890438898	19.405352790541	760.234702649819	937.133450728148	435.894516121186	1190.27009317624	1430.0529727698	617.65674557385	720.719417160598	795.317310740046	913.165592216148	963.695070073277	855.234442875357
MFBST.12208	20.8674524564025	211.462006577554	1.9114787512055	13.5739152891977	48.2039467482273	56.0082913387682	207.805991483749	326.875279967171	45.8277556540007	50.3550489742849	591.417583024765	747.874172221354	42.8710051763268	58.1404277771109
MFBST.12209	49.0419797315388	89.7683192178087	18.6657029241311	33.7270240430923	118.153755365479	137.515080397943	87.4340201228211	74.6157270006753	213.481844697728	234.660292812566	141.875071023479	110.217648993259	291.102178116609	257.845741439986
MFBST.1221	0	162.141325709083	0	0.74552947780794	0	8234.32631290799	0	0.883626995775144	0	0	0	0.665876770027757	0	0.685729776220495
MFBST.12210	8.01620636541252	190.927588835744	0	31.6896228624229	26.8218022709108	38.7095944083413	114.649160340362	198.288076891105	0	2.58036042693639	119.419876983528	160.275781897772	122.573612893811	203.147488698837
MFBST.12211	872.469922778579	1012.39806466207	898.435114885705	1636.59586741056	857.754538984856	781.978485645801	640.380764954667	698.522744186414	866.815799197258	802.152674125887	552.65489982104	511.996865238176	1215.7504046859	1553.02883041641
MFBST.12212	13.2419722475368	17.524975814992	12.2897066417914	34.7753261147028	23.899945951657	16.4299641966653	12.1440447196554	30.3139325425955	23.1750561327245	21.5674902056825	6.71474199850151	18.010542301502	36.6380934480103	48.8833921507981
MFBST.12213	108.047624172152	19.6338143260663	104.094454245831	63.9549321486485	3.81941694696738	9.80290818595842	3.91041779941994	4.18192246594256	5.2591085049534	3.29797050698254	11.8177349368565	16.8383556867	1.09456097982984	7.22820003409792
MFBST.12214	112.577104565991	61.0624950573065	149.246709594141	194.90783407696	41.8371677276548	32.3838554524545	36.2549181668966	54.8083790863422	37.6084337267052	28.9489542518024	38.2350909123024	46.7770208925056	26.4304345599087	22.9131229003707
MFBST.12215	264.057705661239	174.7360313753	318.972808010356	64.8504787592764	205.359331955672	151.063737139241	286.152927464621	224.892862703805	142.779828151872	134.280130598093	272.499957958392	245.190521016039	238.606199983834	173.336539688414
MFBST.12216	322.657254124869	229.136620622921	375.053773867869	173.967002511721	203.298945699576	89.5052556814522	169.197897008679	194.835368918744	135.006696124136	215.084029160094	196.573929511578	220.259329321861	209.242628163505	174.950192583975
MFBST.12217	29.2279768085735	340.89486298417	0	2.91908102944588	19.6938946393031	8.123832956087	214.011976733089	288.51708885871	0	0	1236.49480058028	1452.77355122724	26.6010319699856	15.9783997683028
MFBST.12218	15.6440781069124	60.832836687266	0.570672082666498	0.714011036914998	25.9340701873863	18.7201695114675	116.127269845109	72.1552115173271	275.867221081029	369.151408628869	69.59457905747	26.1775906954972	51.2114245464141	59.9369636927092
MFBST.12219	18.0159256197003	43.4374522547898	2.45794132835827	0.74552947780794	22.3891040528245	13.5928231601124	8.57962210193215	4.04266160064511	212.305716353708	355.824473678418	6.95036619920775	2.40672822982962	97.4921117214477	26.4709613268416
MFBST.1222	61.0962902276053	5.84925299635802	73.5722952434632	11.7078425586765	58.0405576646751	43.0155086965653	76.8840566581403	41.8980228087118	10.5182170099068	15.6991591522206	39.0303324503402	15.9525170077578	40.4020036230096	11.8853717132774
MFBST.12220	232.794296254404	483.923892595427	62.9272306821737	22.3616500102324	155.970729308925	166.267125023629	179.476938494733	140.77048318643	3369.17720301336	4506.16676789384	164.788546365344	98.3014599919746	427.726847906725	309.448820542683
MFBST.12221	0	3.40605840534525	0	0	0	205.56293020071	0	0	0	0	0	0	0	0
MFBST.12222	19.4251212610715	195.001902897869	0	0.74552947780794	9.60572243364023	11.4612955595831	144.228567504588	173.231014704095	0	0.866505914299709	782.766681686814	961.856025412205	9.65449153825189	7.48698476787949
MFBST.12223	87.6131888837954	375.550283531188	5.04786240278544	45.8748700299311	1460.34685778068	678.467539651476	1323.20775955849	1254.43608509638	198.326487441354	264.482474547971	903.716814159866	1044.8935056272	439.314929917088	528.922014243685
MFBST.12224	133.458091050897	62.9874284912714	129.898375586518	262.380948124213	53.8383380614856	77.6786752648419	47.3876104386683	40.4999738601444	61.0088425097636	60.6126075182798	52.6061570461186	43.6089731502858	67.0829767254016	71.1611694530755
MFBST.12225	407.912562949281	439.443332876549	426.534632952174	804.537187888818	413.208797795911	403.063075064582	238.762546638055	240.865459694418	431.96955409492	408.131705226876	257.08055238146	274.191481866453	596.511301176309	775.703682503158
MFBST.12226	109.811005966773	853.458670299831	38.0738512135416	3040.28220192559	491.602938283772	942.36718860658	965.083604233386	898.779174129322	325.30042554407	319.567032876874	205.225124780269	177.410159228565	695.123036728461	715.345965166914
MFBST.12227	17.5918892000798	25.3513748888329	0	0	2.54627796464492	0	10.8526865675193	17.5436258710354	557.875451776087	299.731846269274	0.347269792524701	0	3.43580602570958	0
MFBST.12228	21.4987056270825	91.9941914071237	0.485658765486299	38.7251013014973	89.9113416936613	34.8355769279327	133.829350697975	130.184788277754	47.4018879568009	63.4823693387015	93.225198803629	53.811827250266	338.51512208925	484.264114736228
MFBST.12229	12.6783203330963	144.168409838334	0	17.2844088239424	0	0	0	0	919.131641118834	683.797845742541	0.277182737543265	0.443917846685171	0	0
MFBST.1223	0	18.2640844560718	0	196.775321739236	0	0.854557725225853	0	0.569970849461387	0	0	3.12791330707917	1.90509261189424	0	0
MFBST.12230	0	100.546741231965	0	996.556961304922	0	0	0	0.883626995775144	0.694050925387345	0.521652892794374	0	0	0	0.685729776220495
MFBST.12231	0	17.7150557136789	0	92.6020265826743	0	0	0	0	0	0	0	0	0	0.542793021856492
MFBST.12232	0	1099.25041933734	0	8011.01997573311	0	30.3012448926345	0	2.77205717923113	0	4.48142540575211	0	1.99763031008327	0	7.23879464196413
MFBST.12233	1656.74198821723	1248.17752499064	2315.86948631557	8429.84240362495	210.157092842171	241.349166709257	345.921469061337	361.931691563884	98.4126459624126	140.780693950869	494.104730212969	580.064568560359	146.899255693119	160.512227421488
MFBST.12234	370.11954854581	324.869770709796	1.18261628767932	32.7608654790338	1958.00813845503	365.04434417119	1892.82231200374	774.92245792957	267.207219314655	129.756581886442	2163.5443397506	665.754279738865	6567.82691920907	2957.87959354742
MFBST.12235	1.38502846641547	1.82696657300082	0.255350394415921	149.440464437813	3.92086805011468	2.60476209500223	0	1.2360049587792	0.694050925387345	0	4.65269950314354	3.59371418128787	10.531069037092	0
MFBST.12236	787.995563806485	346.334052845725	819.076502355608	475.431986508963	560.37979854424	632.38148523136	380.318088759891	349.667705235949	714.669585965179	576.429881806569	449.766603304829	383.624064975647	584.281496326448	554.612105384146
MFBST.12237	91.1309354133024	340.23369444568	38.6010371310377	757.282225006628	173.20045527081	256.835914841512	84.6540436926651	90.6894521611323	112.600857301633	201.256643560382	76.6519819177674	67.5833697278553	577.298726271865	1214.97688979699
MFBST.12238	155.431527319745	1135.38054305723	48.9378712640358	36.448525779169	687.138783463724	3468.5750316144	1754.7250892262	2197.74532758314	683.140503039324	728.117015209989	1528.56255653766	1731.63982133436	1047.05235216612	627.427701870146
MFBST.12239	0	6.59448418548065	0	59.3162607120831	0	0	0	0	0	0	0	0	0	0
MFBST.1224	23.6618180013539	48.1364089860769	19.7093603002473	50.5590176237455	565.36313377753	707.460287218462	29.8067882311411	20.442113449785	21.710110658201	19.9263792222317	54.3590885944874	72.106055874022	26.1863382450235	12.9092231644826
MFBST.12240	0	2.51430114663028	0	0	0	584.515653471012	0	0	0	0	0	0	0	0
MFBST.12241	39.811234568938	113.627020453328	19.1999868618681	12.5762382842462	40.3013398817928	78.599352020853	52.5407958040634	42.071698173913	137.469149641506	100.71009794857	46.4127951161873	46.3697555062572	68.1332987000382	126.670147821052
MFBST.12242	37.8584860777053	76.66544906395	0	2.95059947033882	0.868000028448939	0	1.5945947887058	0.569970849461387	1443.75971764445	1401.80907426626	1.59617485266063	0.648466806558345	13.2720051560334	0
MFBST.12243	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MFBST.12244	5.09718804923532	42.0272336527425	0	0	4.06821635362786	7.5748402733265	37.4133158166258	58.5597319425503	0	0	179.328453115853	235.345957004148	6.22321918190909	5.42886282889146
MFBST.12245	0	143.527290872294	0	1024.09497441975	0	7.55878146546233	0	0	0	1.04330578558875	0	0.857242340624567	0	0
MFBST.12246	0	3.12418646727173	0	39.4915634101837	0	0	0	0	0	0	0	0	0	0
MFBST.12247	6.1601265740026	16.213040786967	0	1.45954051472294	0	0	0	0	202.669037793933	204.66854721728	0	0.913566138285449	0	0
MFBST.12248	17.9636329361768	71.1933473502569	2.30215037325173	9.34518036168086	115.806315291287	21.0454455901081	38.6834160208625	49.1804804899516	34.5770870711865	46.3348715367132	479.307523532229	432.276220284714	50.1490506578007	25.3334497210581
MFBST.12249	0.173128558301934	85.7597889116234	0	578.39749357278	0.786817363814834	7.70174451589328	4.63164602142828	9.34178378497911	2.01654327831333	5.20778220687099	5.56128702910894	8.48229837566672	0	1.77131581993348
MFBST.1225	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MFBST.12250	59.9288700632172	416.366694746991	0	36.3686459808102	843.316609616028	380.107046731766	452.214968854365	599.304667110628	877.384592269101	1323.15724907082	504.340036488051	647.600612326002	165.971408723213	252.487076249572
MFBST.12251	0	12.4967458690869	0	138.640959766239	0	0.651190523750557	0	0	0	0	0.277182737543265	0.42650788321576	0	0
MFBST.12252	0	62.9534312938543	0	0	0	1826.25477128066	0	0	0	1.01540174855327	0	0	0	0.904965906536334
MFBST.12253	0	7.79346756947078	0	88.6968362391161	0	0	0	0	0	0	0	0	0	0
MFBST.12254	0.346257116603869	48.4305564422814	0	267.57098186295	10.0532911495667	4.68022779970089	3.87077941271878	1.70991254838416	0	0	3.0521755953584	4.6548805087743	2.41730658898976	7.6757066427769
MFBST.12255	0	192.978306549605	0	3021.58680160631	1.21541686162056	4.14055056455892	0	0	0	2.43146459268283	0	0	0	3.68556839423096
MFBST.12256	0	9.98394991608648	0	2.23658843342382	0	380.558845564983	0	0	0	0	0	0	0	0
MFBST.12257	3.29638792548546	48.6878346920721	0.558681612141164	36.1284920206806	39.9280013086512	17.0110540610158	21.8660067874604	20.5206269893338	74.0182470520345	65.8414222601313	57.9318198745213	69.5706220627275	109.930943134562	34.5568327600186
MFBST.12258	0	52.967798268087	0.129673608962183	96.5730636314456	3.75983634800824	1443.49025961208	0	0	0	0	0	0	0	0
MFBST.12259	0	2.67628234066561	0	41.7390649472302	0	0	0	0	0	0	0	0	0	0
MFBST.1226	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MFBST.12260	0	0.864500318275935	0	26.0850630752664	0	0	0	0	0	0	0	0	0	0
MFBST.12261	0	0.515031544975769	0	34.2204059937567	0	0	0	0	0	0	0	0	0	0
MFBST.12262	0	6.38262777128275	0	219.132737425462	0	4.9289892589996	0	0	0	0	0	0	0	1.62837906556947
MFBST.12263	0	2.12624303375203	0	19.6250008465273	0	0	0	0	0	0	0	0	0	0
MFBST.12264	0	6.98044070209632	0	116.006798596404	0	0	0	0	0	0	0	0	0	0
MFBST.12265	0	1.2967504774139	0	57.7306464337884	0	0	0	0	0	0	0	0	0	0
MFBST.12266	0	5.24097464287001	0	82.9688583993919	0	0.854557725225853	0	0	0	0	0	0	0	0
MFBST.12267	0	18.7523196146082	0	86.6842176395818	0	2.36531608332204	0	0	0	0	0	0	0	0
MFBST.12268	0	13.9023504774839	0	450.928890163645	0	0.854557725225853	0	0	0	0	0	0	0	0
MFBST.12269	0	2.32681356736544	0	79.4976803910607	0	0	0	0	0	0	0	0	0	0
MFBST.1227	0	25.5497254503798	0	0	0	1037.92213661974	0	0	0	0	0	0.221958923342586	0	0
MFBST.12270	0	44.2536420867801	0	374.912406533273	0	0	0	0	0	0	0	0	0	0
