f_wb	m_wb	f_go	m_go	f_re	m_re	f_tx	m_tx	f_dg	m_dg	f_hd	m_hd	f_ac	m_ac
MFBST.2569	106.449328193205	133.29051006857	135.682002440616	341.070616935396	78.3313369043294	82.7399025854119	100.510783416009	114.714688126716	73.2339221421232	82.820355859287	118.919098317446	159.43439563359	57.2881729624826	65.1783741304114
MFBST.257	180.414633983754	74.2374416941716	192.314421816913	177.539042404641	76.2978237461067	94.9103774115216	61.9975364081098	62.5172909008297	93.6370988802046	95.2221994633273	67.4306052279459	56.459449458136	89.9000095395103	101.429542515921
MFBST.2570	332.541415282528	50.1003074677382	412.016006315387	184.107672102509	25.5194176581909	65.8071770278348	19.6946919812475	11.6463420842824	24.3126751728384	31.8681107236481	28.1933797564045	33.0770055230085	10.1816197201472	10.4466471329319
MFBST.2571	397.481441215235	31.4134230066601	429.865162584015	62.5080946059428	15.7128867323645	19.6498380052132	52.5149601103376	29.2556668000261	30.6047651071221	9.24215679544162	15.5364259402577	16.0916930615597	12.6692951605644	11.6013634252025
MFBST.2572	222.255399657149	2876.72000537637	8.54824297767067	611.124731595901	1253.11302775248	1608.79118968481	5818.95209231983	5828.13083284378	168.396339276839	179.646619334367	2566.34929475268	3174.10927459844	570.944695334072	876.136401638465
MFBST.2573	0	12.5974727988234	0	0	0	332.454891291094	3.18710947179437	2.90719569047306	0	0	0	5.20836365673478	0	1.37145955244099
MFBST.2574	313.94456472876	313.208492451084	432.091253771163	121.454015833561	246.895940404688	231.683629705937	408.301238564387	409.907705192302	341.844709079869	362.519369957301	336.818182218989	372.415468227624	541.378512292907	406.125629724479
MFBST.2575	0	19.8091790909991	0	108.830366463936	0	6.61290252597971	1.2527598182436	0	0	0	0	0	0	2.05718932866149
MFBST.2576	388.649644026984	1058.2440761955	392.23997888448	190.790067697097	530.855782478039	319.956151935695	824.450703871166	743.600976420892	928.645831541295	974.406078012636	522.376251404042	527.663665070565	428.891337192699	457.775428697517
MFBST.2577	154.279141657594	184.293004371615	127.271279056682	80.7050733786401	181.122992732463	150.665040877719	235.354597461519	222.339685295823	303.608365312241	247.651862929946	248.954428440869	267.374781938605	221.155523318012	236.151363424113
MFBST.2578	12.6919968841021	21.6104191294428	10.8821950107684	30.6818692500747	42.3473743824078	39.1906172261414	22.8798962326884	34.9390262528473	32.5838887708917	34.5446637482085	30.8721912284911	30.6615701715383	21.6707957149198	47.9961493835667
MFBST.2579	62.2734635469753	39.2501569762277	60.533995808027	70.0052283994773	56.1489872006573	72.8926092582158	42.1971001827432	35.6572225915323	53.2032053423195	59.1954159754694	40.2184824266897	35.4431933997207	31.7709504212462	46.507040625094
MFBST.258	199.609836058002	117.071999529147	216.183048140385	789.310352284329	39.726068610462	34.5103894264406	28.6839852461494	46.3918088744711	30.5865540241246	32.7825960734928	32.820862437192	33.392829532532	24.3548883524072	35.7952384140314
MFBST.2580	82.6302119756579	49.3814280811217	80.1637180983591	140.766863568531	96.9563519589819	114.968499124664	38.9629461518938	46.4898331527887	76.8211237307339	70.0797682719351	48.9629124891752	53.0994738045528	86.4131928071758	103.633336025321
MFBST.2581	223.766731122141	248.925692070926	218.301544584846	77.3561013402826	842.53616469353	491.936008883307	174.49757289798	205.722763004232	289.606254540879	338.088275323409	232.22357198423	246.887485479996	463.241808531981	604.774013484051
MFBST.2582	44.8668459271744	85.4392593718609	45.8742452126274	48.6335695872152	85.8742806957431	83.1366167701229	156.194356179366	120.618228641949	80.2184203961718	79.2733178634554	76.106465026338	62.8926114762096	135.315780209392	91.795428355847
MFBST.2583	389.083949559468	1001.07611011043	328.450667968407	2654.86039919491	758.01641813183	716.667054778572	1820.70634065632	1251.25253975725	1207.46680506161	1152.85785650707	782.267637683941	628.081814249431	1352.43007765178	992.012180227332
MFBST.2584	0	267.925839026773	0	2541.60343342819	0	3.35211187011824	0	0.569970849461387	0	1.01540174855327	0	0.853015766431519	0	3.64788501141831
MFBST.2585	261.37085924782	409.041051584955	250.762225675257	91.0164123043795	740.038699767921	215.122787192447	591.766670126461	666.948141639685	1003.07629350383	832.520460172058	584.302758700981	615.6304423014	611.075412759554	577.002192381424
MFBST.2586	1792.43161151854	984.607653640746	1035.22150989028	1097.15262892092	2658.77758485549	2311.40328742697	1313.10270599392	1132.17416334209	3560.99833056008	2981.58400633903	1818.24904393131	1452.14158991054	4155.59574602433	2143.40691857831
MFBST.2587	40.1993201707709	17.7176266003557	33.0498976407413	10.9048547344766	14.6007192306867	17.2555101818157	24.4734509685856	21.0424768119294	16.0599378354798	20.7009842913828	26.7633831807922	27.0410266372016	16.1659733948495	13.2685982181828
MFBST.2588	36.7089677337373	78.0253348878201	40.9136868362425	38.9645458566235	105.697902441468	162.127693300706	26.5232458532864	48.9231212536568	214.874996794036	205.152203711812	40.3728223247086	51.4687849282445	106.161191560123	115.361716602774
MFBST.2589	27.7474502231133	14.0436627900304	1.29901448006228	2.88756258855294	88.8902980950527	47.3287553048283	253.283206345349	43.7765161043944	179.369486012177	85.5254816514622	267.12805317657	16.6599586124036	320.336937988912	55.3667214529957
MFBST.259	0	49.3019659442864	0	425.514250806699	0	1.70911545045171	0	0	0	0	0	0	0	0
MFBST.2590	28.8834560214068	70.29523028612	20.9428538526401	67.0897392595905	230.553814210826	139.545674913206	90.6912226412901	59.1312257798814	18.0764811137931	34.8039338181214	218.849999323333	219.62183069987	146.988750288222	111.232613987073
MFBST.2591	0	147.899368540949	0	1479.53091604229	0	5.75834480075386	0	0	0	1.04330578558875	0	1.50148257298986	0	0
MFBST.2592	199.419999913562	82.7739427839924	274.457851247694	39.0107200410049	87.0019700613697	65.8879822225065	85.4886867801027	114.972047363011	79.273451178339	83.419511188305	72.2998378463623	92.1791013566977	59.6170792698401	51.2350087196401
MFBST.2593	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MFBST.2594	0.519385674905803	16.4170239714697	0	114.032135512569	1.60656267723759	2.15693877272697	2.84735460694941	4.77015950718457	1.26286044544433	1.56495867838312	5.00059058925745	14.8524772196933	2.34124504587974	1.25148001088048
MFBST.2595	22.9386656660963	11.1099324747507	20.9205237067491	8.28659352736221	8.41213428146895	12.1571755705361	13.9912709965671	22.1866508338249	9.38059796979284	12.5593273217764	17.2960980909876	19.4906763919629	11.6861625791077	10.9030124338975
MFBST.2596	1.91656844738151	33.0019188933258	0	0	17.629530293778	10.8460117740264	29.824245106405	58.2282041831105	0.47092601738207	1.6539424903302	33.7162345543568	55.1001516370749	9.11815976040694	7.01119816378038
MFBST.2597	0	0	0.129673608962183	0	0	0	0	0	0	0	0	0	0	0
MFBST.2598	2.08969700568345	23.8624473676061	0	6.77838071745135	0	0.651190523750557	9.95486591367221	23.9587182778827	12.9682336206854	11.9805230921251	118.965744693659	148.671734333351	2.23160099593757	4.84602285915045
MFBST.2599	0	0	0.125676785453738	2.19070540593291	0	0	0	0	0	0	0	0	0	0
MFBST.26	37.6495404238032	220.447201212182	0	10.9623130808685	0	0.651190523750557	3.60614111004167	5.80218046414747	0	0	1876.95922406784	2304.56860256625	1.35989681285395	2.17117208742597
MFBST.260	10.4668122456701	9.82228581443753	0	31.303769419922	163.47153184295	130.127312307582	1.34441719692276	1.13994169892277	188.130855487453	120.909763754349	14.4351907662786	9.39921642169118	1.17062252293987	0
MFBST.2600	0	0.365393314600164	0	0	0	4.92468392050086	0	0	0	0	0	0	0	0
MFBST.2601	0	1.2298936328761	0	3.66461050725382	0	0	0	0	0	0	0	0	0	0
MFBST.2602	5.20948371399262	49.7902734512927	0.997035846299246	0	44.9042473216044	16.6043565747802	148.815510403401	170.799664082629	3.09123452186253	7.40320653735131	36.3958371933976	46.658312867299	37.5508319653306	24.1705996940472
MFBST.2603	22.2178305505071	12.6285818907345	18.649081916719	4.37862154416882	12.1135572353672	4.86287022821443	18.8344962758859	13.5564697151226	12.4768264492686	5.68237374666716	20.8154423924475	22.3220602367346	9.09689502955901	7.16329857126526
MFBST.2604	112.929950393349	134.985185640495	142.58222954444	14.6584420290153	730.157575175146	210.321849947216	392.680718193407	302.527788472259	341.890015028424	668.331363929971	114.673176955649	142.975799113368	117.176187982295	236.890149601937
MFBST.2605	8.68073652721719	98.8372426425449	1.08439519182821	0	66.2609492014698	119.252266548219	155.193247891853	307.440937071926	12.294556982298	12.009056057164	10.0789007998761	12.1163203647354	87.8579010754555	93.7117181789855
MFBST.2606	1476.37521729991	2985.97657116724	1367.03715229382	4632.90642100058	1914.97510484144	1956.26290743622	2450.44563089951	2565.58237920436	2012.51959250157	1568.93932777724	1764.88591133793	1853.24772373267	2684.36016096828	2050.83088659551
MFBST.2607	55.1369934089782	788.091475606987	3.79147933856182	332.617645152365	71.5290268703822	59.366441798511	525.287662315969	959.739925507221	66.6548122465876	72.5276972171994	2280.05404118137	3205.31707871665	63.0403032266185	54.2886282889146
MFBST.2608	5.55747716003366	77.5669653385395	0.385024003378103	114.067336472662	6.21227213692433	4.09031826962682	60.5888863097603	94.0079067252965	6.74206054723969	3.60567664916754	190.697641545814	267.967326316122	4.13520960184456	3.28571212673847
MFBST.2609	1.81337131470988	21.7774618824961	0	22.8644265721837	0	1.30238104750111	5.01103927297441	15.2922736144181	2.31019378633807	0.866505914299709	50.8515067082836	79.5663469973248	0.679948406426977	0.542793021856492
MFBST.261	134.32275972078	156.678686645881	145.474812813105	94.8386150160981	152.93040481429	73.2836279271051	82.1152675378915	159.668115624358	100.385426689142	123.245014415232	88.7265189127203	127.506842413451	64.9270724134753	89.3067388827907
MFBST.2610	14.4356508576733	7.70806865195884	12.6346458454653	15.651884709961	3.93408681907417	36.8813669902117	8.8046220179081	8.63018111870234	1.26286044544433	0.866505914299709	6.24452530067966	13.093417782857	1.9832388458789	2.35272483492916
MFBST.2611	1331.70708254913	797.995405383409	1675.00159690422	580.413435142713	794.413556908157	782.672842484024	859.315741506177	940.796636469002	735.839104957106	679.207107737845	835.86185678145	913.565826677641	937.812819567133	696.682742821149
MFBST.2612	1.91135945906998	20.3015458376968	0	0	16.4279286157592	4.9289892589996	18.703625192519	21.2339968290866	4.65990777107766	0.787436576030495	33.5646130026367	34.0578520894692	75.832579985472	59.6184697411144
MFBST.2613	108.248534001448	15.6549295337758	112.101033573119	9.86342175445295	18.4315566898181	30.3694617527061	15.2923809722934	16.5978309331621	19.383034412441	24.1765826487994	24.4429368144614	21.3174283200732	20.6214126668857	23.8875560133183
MFBST.2614	1.38850112528983	9.32722980525904	0.762054359739317	1.45954051472294	7.75427813533855	1.95357157125167	4.93384260518932	7.22390323296236	1.90158137772159	2.05870753414202	6.70929334034044	10.7811425438636	5.32352815877046	2.51861880209665
MFBST.2615	13.0395734452434	99.4044877555538	0	0	3.66307739975434	0.651190523750557	44.1133120468204	64.2419057679666	0.47092601738207	1.73301182859942	594.313757098248	634.637303873056	6.16767480591741	5.45688421416444
MFBST.2616	0	2.59782252315693	0	17.5102518526695	0	0	0	0	0	0	0	0	0	0
MFBST.2617	39.366989307974	4.13158475894519	49.2396832275814	29.1214219266642	2.89369479781654	0.651190523750557	4.93176249957208	0	2.38010519855835	1.30908946882487	0.695782172227833	1.3485271698873	0	0.904965906536334
MFBST.2618	0	10.9629836332987	0	96.4680233436729	0	0	0	0	0	0	0	0	0	0
MFBST.2619	0	13.1847737884079	0	123.724018724072	0	0	0	0	0	0	0	0	0	0
MFBST.262	161.102337511699	67.9167454218195	167.873682815687	69.3263276930143	96.9725298077082	67.6934483602538	54.5147838443153	56.0177666095391	108.986515104538	95.1980419163563	88.0251817299547	66.8746344906378	122.537564483071	87.596020935359
MFBST.2620	0	24.9481621416177	0	213.540766509598	0	2.56367317567756	0	0	0	0	0	0	0	0
MFBST.2621	13.7275096595309	67.4950624588796	3.46403861349941	1.52536666420583	277.72288793477	75.2579253415379	121.929551500642	112.716585798763	74.9022778131153	81.0399252195184	88.6565389707374	68.3620328664055	125.195398099601	100.966834959842
MFBST.2622	31.443493308772	211.119331483066	27.1112321138441	25.0551319781166	278.153322615614	99.5467806925162	107.005988366544	141.032416013405	50.6533908264888	49.9181318915091	183.766053498472	224.584083516875	61.814809086483	74.5544554554345
MFBST.2623	7.30612603742478	73.6216026982718	0.307328041233688	1.49105895561588	90.9121094855932	72.6186456154455	285.822745626021	349.663419241257	17.062220688002	20.9501643774369	71.8025445106687	96.3509524031879	45.0094654151141	25.3060382574535
MFBST.2624	38.983947603783	28.6213773512823	31.8233485142925	22.6953225944292	30.2456280155611	35.1413878758393	37.8964463368463	42.7191229786658	34.196849767031	25.3646093794333	33.0525536485206	30.1820961858805	28.9466969537871	27.7482283785247
MFBST.2625	0	1.25715057331514	0	5.8696804997847	0	0	0	0	0	0	0	0	0	0
MFBST.2626	2.96867211062596	28.6538180060502	0	6.58369153669969	0	0	13.8478444226595	23.2396623687816	0.568809520056981	0	90.1761886906531	119.283144923366	3.06082614274331	2.3223398845843
MFBST.2627	619.56272907905	512.040494485654	850.841033615304	1052.87621196126	380.016266643331	317.522009481665	330.516832471815	386.452659415638	362.124522646168	355.853455174754	450.717036555145	509.193497182607	376.460886682323	387.983538433726
MFBST.2628	8.69636349215178	87.6074745522824	0	0.74552947780794	0	4.97007817832427	14.6537245673771	24.3401657795411	0	0	546.612461701525	642.987835546507	1.77450938625682	0
MFBST.2629	425.389300743875	294.538928131318	620.461548711872	289.182320854099	263.293488120274	244.832239373657	316.011826275657	287.178173899806	207.161709160693	222.163278157652	329.528437952157	362.384176268823	247.137971012482	204.933350065332
MFBST.263	103.728658695787	97.0968602187572	80.0375181629318	94.0317235864462	138.519642646797	101.27569641724	127.031083996133	128.379619129594	257.056454808069	223.157796850607	92.0525259568987	91.8648587084205	228.86965998292	196.165124288148
MFBST.2630	0	7.98994059003235	0	45.7706563479684	0	0.651190523750557	0	0	0	0	0	0	0	0
MFBST.2631	105.584738487197	370.994367705327	79.4954892191903	1727.71177999623	129.113770649024	317.214593605025	127.566950688867	125.572056889354	114.553249846566	143.674571045432	144.006732566669	204.169829059845	172.293733432492	253.166933617976
MFBST.2632	0.347993446041045	17.4005394473474	0	68.1571460194769	0	0	2.27618462401298	8.20825079573351	0	0	23.6840729854085	33.8762975470462	0	0
MFBST.2633	9.5005424207255	8.18678595794941	0	0	0	0	0	0	635.106525757848	131.689855697479	0	0	1.09456097982984	0
MFBST.2634	0	0	0	1.52536666420583	0	0	0	0	0	0	0	0	0	0
MFBST.2635	6.87944687124081	24.3253207259607	7.23859814201909	37.2658880803826	16.0241835105092	49.0902582303521	20.1448666984632	15.350672637156	50.3052408470002	35.6783675495032	13.0465815588283	10.0534208025342	41.9754380514705	19.6274107736323
MFBST.2636	381.932291019746	65.4689830303491	430.906113868009	100.171855617278	65.9102800414175	64.3111048336251	59.950686796571	61.8002479389601	78.8056423440256	87.4272172145135	94.9829679121949	89.6019215732292	61.7926662143645	50.9972565061779
MFBST.2637	6.26561835817599	13.1719361956391	7.68166337408269	0.714011036914998	10.7135306250498	7.84933661470675	25.5491696800234	29.5845863110259	6.18246904372506	9.80162819894933	8.54666635111867	8.07320045592038	13.8752845387674	11.8205995555183
MFBST.2638	0	0	0	4.57609999261748	0	0	0	0	0	0	0	0	0	0
MFBST.2639	53.9058298717243	8.53341314429815	95.5406392953891	16.7374382579744	1.74335946611482	5.427749646828	3.18710947179437	4.43139042882154	1.26286044544433	2.74841357715269	6.02455146857661	10.2231498354686	1.09456097982984	1.80993181307267
MFBST.264	418.76583590975	480.732868395748	410.040858069277	481.905912915121	1879.80487156169	1385.31544757701	724.940509332182	711.983649839259	907.01416252899	877.4708872679	723.597810437128	667.285137821581	1918.21060863032	2203.13819537755
MFBST.2640	125.992380080944	7357.80332340804	9.78074441596831	16.1462934688212	1452.55594263923	1253.40003942371	4558.15284126134	4065.14222509523	291.673811783185	279.398174199287	578.391868541417	504.477636923008	632.262322626376	813.220441378683
MFBST.2641	0	47.6888769145248	0	652.157558892983	0	0.788438694440681	0	0	0	0	0	0	0	0.542793021856492
MFBST.2642	7.40015199068401	21.8598968048602	2.97324759477135	8.01171361052969	5.38116653279933	44.4912575932383	13.5985986384986	10.1178434734896	32.772094141616	28.8253895733748	9.22661384105663	10.1113158941499	25.3858603826115	22.9504835945252
MFBST.2643	30.6984138269874	28.1176782054456	27.9628666002975	49.3962529193181	23.5416879886052	41.8190583318856	24.1463756156616	38.5979347920474	31.0907086279938	28.904458911644	35.3217205491843	47.5917429143392	29.0482638502095	34.91152694979
MFBST.2644	91.3253484666152	63.5137924353862	98.2167731402515	224.357795256127	50.1217058448273	84.3828990050784	40.7719841247197	29.2556668000261	54.5985640645079	48.3377709967843	47.6718758550749	32.2802219794986	83.546546419921	72.3416727016766
MFBST.2645	132.926551069931	123.880192443008	133.113318069517	114.558171185304	100.83405620714	129.933998677167	194.750672145784	173.973009883055	140.953324833536	134.284818975134	90.0423455454552	78.2082494288283	111.223989367432	120.291206269117
MFBST.2646	0	59.6802695198532	0	444.983708799208	0	1.70911545045171	2.5055196364872	0	0	0	0	0.665876770027757	0	0
MFBST.2647	128.104491993618	1149.6039513927	33.7763132517813	195.267325487597	1317.67742887035	774.451888923427	1827.25289772298	2572.31487379277	690.996651904589	665.577973782865	901.248455655677	1048.07307785474	666.416347999129	699.952765559267
MFBST.2648	230.33816663445	1205.53108780623	119.389681305633	243.85842661868	3257.2219235198	1416.51250494289	1817.84257859498	1733.11367008622	1527.24712750317	1559.64171392809	1702.7461337721	1662.03651522589	1376.69300983695	1208.17151366834
MFBST.2649	0	12.2801789369241	0	0	0	229.414448126286	0	1.05301153495666	0	0	0.35893138657792	0	0	0
MFBST.265	115.157819565762	128.004199884785	35.2594705574344	13.2261856311795	254.367378978667	154.382675626633	344.036506766821	271.843636759046	317.077154881683	393.165854757935	84.3852101057366	38.54577008457	784.470518128386	381.862918552888
MFBST.2650	213.215353005119	74.4767760686849	349.04833612488	63.2934764533709	54.0526612812916	101.151375001389	91.8356427127802	145.284594104753	43.8841637181286	69.089327496417	73.6398028222714	84.9039006560704	37.8777530185881	73.3965403802917
MFBST.2651	3598.05940283413	2335.25572369122	2584.06329309359	1604.21590037317	4974.96254173957	4253.57676636115	3252.97879212389	2424.82396425628	5447.30726470715	4077.21368324272	4074.75754139438	2951.80412813429	8826.70970787728	4449.60515128473
MFBST.2652	92.0688359388091	517.777315789668	0.433004826687426	15.3682187419245	289.571722813951	122.863332206788	316.206157812973	171.662527058885	394.518968545246	607.68006527926	504.273308199276	158.701959537241	1481.36050827237	856.184422108967
MFBST.2653	142.914685624306	45.5523031832972	160.296848735911	118.814714300757	32.9493670236916	41.9381702995635	29.7531138702078	34.989426757766	61.8671589736366	66.7239050153568	27.1850644474757	37.0108282654319	26.6745308747938	36.8808244577443
MFBST.2654	277.53953201795	69.4089331430221	277.560203385402	74.47641862049	78.542172060056	132.588023748573	70.8033733640903	51.017556400094	158.634273827613	175.604456716346	62.9853888354947	59.6318678021156	72.6884495410629	74.1962529152766
MFBST.2655	286.915098556129	120.203207587502	378.0323493383	123.732487372083	188.134770468293	102.637184984578	149.574520407667	138.408045925971	150.693332742853	122.955265332759	173.027981903468	162.711695340033	204.347555561886	206.634413742644
MFBST.2656	1019.03318999189	0.958614103252777	1024.68283140917	2.28804999630874	2.76559104531802	0	4.63164602142828	0	1.54561726093126	0	1.04305196475253	1.40485096754819	0.547280489914922	0
MFBST.2657	167.372188854267	559.668237090588	118.998314953015	131.060129773589	564.825809928982	521.402144490453	1323.79932739607	1435.75934548649	297.265490921511	334.729953652201	927.090547439049	1060.05438447771	503.46702616786	604.250058269147
MFBST.2658	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MFBST.2659	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MFBST.266	0	388.060289443777	0.433004826687426	3690.19971347986	0	1.70911545045171	0	0	0	0	1.04243067116332	6.39496296799814	0	0
MFBST.2660	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MFBST.2661	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MFBST.2662	578.982231829021	1776.22023871495	412.636022162294	46.95353696788	157.461847744759	143.944103026178	263.003021366892	352.248595832718	168.291531939648	212.5480895375	14067.0171153218	15665.5208837856	103.414139555124	110.044138390297
MFBST.2663	0	69.1332211703538	0	582.146949391825	0	2.56367317567756	0	0	0	0	1.77257633196159	3.85958251359299	0	0
MFBST.2664	0	10.3572928952106	0	89.8802858574472	0	0	0	0	0	0	0	0.42650788321576	0	0
MFBST.2665	305.784378650709	338.055237843895	376.927119513429	542.4604761614	239.051395946851	191.946624894685	258.262029624662	298.550641958551	318.336349965707	197.938943362033	365.924275145555	457.547584688457	274.539521903992	210.504375510623
MFBST.2666	66.7815108704275	93.2121143512193	36.293712517374	95.398132891376	309.690542718947	141.524630370162	134.277873412436	144.51651691731	800.246574319647	328.192237129803	122.679430799602	120.898792673425	141.435315867235	108.30540731864
MFBST.2667	119.812044665598	167.949589750147	73.4619404262899	40.1846418162202	155.548922888989	161.53761169862	90.0288005682191	82.4530716803939	157.763736926307	276.87021615739	120.02250867865	104.333588445586	314.637761562819	401.733051506988
MFBST.2668	100.400535023183	64.7829678829832	159.309692577901	124.46954820188	38.9456411477587	54.152723020153	48.4941224585469	44.6818963260869	44.2795661585977	42.6386416837148	45.3716080476348	60.3773757610373	36.6083940717208	50.2449179744083
MFBST.2669	480.700430875524	53.1873836522943	545.852405612875	302.996489789028	5.46080045883942	9.99021657956955	1.59355473589719	21.2468142484409	11.7307414198543	6.5367006230516	3.9040840505011	18.8925872075391	1.71790301285479	6.80019307625888
MFBST.267	0	407.846603409995	0	3134.16810424132	0	6.61290252597971	0	1.33206821863563	0	0.866505914299709	0	2.25364015978666	0	0.685729776220495
MFBST.2670	132.976555951781	138.414940855935	183.306972092778	262.360744166306	82.1285359381649	86.032574601233	110.520045470635	124.909537202995	106.022879910729	85.8523440624525	113.406365815416	147.41497758022	93.8138379390339	111.78717005361
MFBST.2671	349.189214598809	886.208333669286	303.658973360759	564.204910388392	1685.76063245637	1278.71105213072	837.764009536274	1088.74021708371	1323.91626469485	1557.13046211175	874.759173380429	875.772214179868	2050.58750915671	1988.89420715166
MFBST.2672	329.512116647872	85.0134713223048	364.252477860417	98.3887194506193	48.3775376026462	107.6004051204	49.7072438900893	71.5095580502208	40.479378152954	71.0404577459296	66.4854736348886	117.203408748593	41.2760344753355	57.944979555191
MFBST.2673	175.063275641329	41.6671519627622	177.016031180183	24.8940882906766	64.1764482024401	76.3662739991013	68.4833539031407	40.0160859308292	107.423393856232	86.3305036266963	58.0709198139384	35.6249443936787	94.1381480191988	56.6404205135172
MFBST.2674	120.477124060769	20.7961111237158	156.671962841574	52.3437620746537	8.32023367988628	22.7374737521908	0.721228222008333	49.0513291485622	1.29781615155447	10.5890647749798	2.2206273827286	44.1697533016049	0	20.5849298072595
MFBST.2675	5.04677313231375	349.596798056631	7.52900546466488	2229.87363519134	0	17.4828790142467	0	0	0	0.521652892794374	0	0.42650788321576	0	0.685729776220495
MFBST.2676	1632.13366932696	2.34947836564352	1716.25440225431	7.45317761607652	3.17072999919154	2.56367317567756	4.02083765179068	0.666034109317814	4.92351867516301	0	3.2624367603027	0	2.41730658898976	0
MFBST.2677	9.84534608222178	279.913812166304	15.6691164984132	2029.57288351433	0.680840528086752	4.04922935030215	2.53877615477362	5.50073523463237	0	0.521652892794374	0.706201179102621	2.26272964181037	0	0
MFBST.2678	145.291604545729	94.1430992391539	145.998988853891	230.260698476402	112.031894008536	178.81714394553	70.5463559428269	79.2900351719046	138.043382764948	129.553837068349	95.1680593252009	92.1338259837194	95.2097910724866	120.518703058672
MFBST.2679	186.216429209014	66.1466936532152	206.866986870598	223.771562262381	22.9406964979907	32.8599283933307	22.3523499624238	22.9141233673434	26.22718012875	34.1998107267032	43.1509806649062	39.0906759768274	34.6787125789811	52.9841706320231
MFBST.268	6.95465993250938	70.0900210917911	0.333655010633125	12.6718839607321	43.1608878554896	22.7595711496796	68.5599550329359	86.5781876562544	7.20143845667486	10.0619646711639	202.994527551947	246.277262881193	30.6495402368987	27.0395413895007
MFBST.2680	0.349729775478222	39.6019255711524	0.277680540306912	346.584403538574	0	0	0	0	0	1.01540174855327	0	0	0	0
MFBST.2681	0	58.3636536518026	0	519.492196177941	0	3.41823090090341	0	1.05301153495666	0	0	0	0.443917846685171	0	0
MFBST.2682	0	471.484067330713	0	4100.04191304596	0	11.5166896015077	0	4.92628859642025	0	0.787436576030495	0	0.887835693370343	0	0
MFBST.2683	0	2.59782252315693	0	53.6654194301544	0	0	0	0	0	0	0	0	0	0
MFBST.2684	0	61.0433996855249	0	419.637823715741	0	0	0	0	0	0	0	0.443917846685171	0	0
MFBST.2685	112.837924933179	464.133244773258	74.7852213225919	368.19417258499	378.564540754101	602.876621856257	304.743877813889	387.791934559047	566.417112799237	476.887538473956	949.534806418569	1188.00058841624	117.598464687398	96.7945483113199
MFBST.2686	6.77979504477027	14.5586943350062	3.96055041095164	6.62078851298664	14.4590640951383	21.7316660094203	12.3379015566629	28.3320507920652	16.9898122969751	21.3527817202784	29.8950242494066	45.7206642309422	5.54433277289246	5.5487130653784
MFBST.2687	0	4.68061350133808	0	70.6774004209372	0	0	0	0	0	0	0	0	0	0
MFBST.2688	0	41.1521204177864	0	399.20008999717	0	4.86287022821443	0	0	0	0	0	0	0	0
MFBST.2689	0	0	0	0	0	0	0	0	0	0	1.54941098578563	0.874652304093979	0	0
MFBST.269	0	203.020531960687	0	2032.5804073696	0	5.9157850457958	0	0	0	0.521652892794374	0	0.443917846685171	0	0
MFBST.2690	0	61.2043534744243	0	440.612340464397	0	2.36531608332204	0	0	0	0	0	0.443917846685171	0	0
MFBST.2691	0.52112200434298	6.65114618117585	0	4.4416584259547	0	0	1.91454712705058	2.38507975359228	0	0	17.6317062894591	20.746573570334	0	0
MFBST.2692	0	29.1704060936752	0	250.148759953695	0	0.854557725225853	0	0	0	0	0	0	0	0
MFBST.2693	0	16.6396630271712	0	133.990786121936	0	3.2198738085479	0	0	0	0	0	0	0	0
MFBST.2694	0	36.7712228777823	0	330.968993992285	0	0	0	0	0	0	0.277182737543265	1.3485271698873	0	0
MFBST.2695	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MFBST.2696	3.36618983477585	14.0418405040142	3.42457351216346	64.5199760667164	15.9081197897789	19.5036185309268	7.15991343025345	5.61005394443462	1.74138426628109	4.68612931407662	9.22661384105663	12.4171859443448	6.16767480591741	7.96314041132381
MFBST.2697	136.084965008754	154.149197183684	151.869553202232	38.3453812992778	87.8422533444088	61.3297593258484	196.118994227322	315.775212365724	63.9986641525417	66.1923376488846	176.572727054977	194.771238570362	90.7717137225939	103.58991446986
MFBST.2698	0	25.9668928324302	0	225.483250304248	0	4.99510828978477	0	0	0	0	0	1.29693361311669	0	0
MFBST.2699	0	38.64972651374	0	491.174778993257	0	3.41823090090341	0	0	0	0	0	0.42650788321576	0	0
MFBST.27	1.53398984976173	29.0192113206504	0.125676785453738	153.551549322398	3.00913903922034	6.30750955552545	6.49382435864897	6.41623730682916	1.29781615155447	0.787436576030495	4.59986622272894	7.70672791723501	3.61343446524208	4.91489449756092
MFBST.270	0	5.72200899042866	0	57.9890008372405	0	0	0	0	0	0	0	0	0	0
MFBST.2700	0	20.8678053455515	0	248.208387059972	0	0	0	0	0	0	0	0	0	0
MFBST.2701	157.51497213727	65.4820238778638	203.573615615651	45.2142375155181	59.8413185520734	67.8256864218241	53.2779068246643	92.8962568659944	66.4306379872278	81.9978191851638	99.0103476791771	93.7340100122777	56.1324152862816	52.6545895673469
MFBST.2702	6.44742856366381	30.8406680976359	4.4895188930838	5.83816205889175	1.73600005689788	0.854557725225853	17.8804724258726	26.7741703518822	0	0.521652892794374	126.410262846508	175.821626838228	1.30329043945192	2.3223398845843
